9215,1888843edd5de5c6,SOME PEOLE ARE JUST FUKING COMPKETE ASSHOLE LIKE THE BITCHES WHO BLOCKED ME. I WAS BLOCKED BECAUS EI STARTED A TOPIC ON HIS PAGE ABOUT HOW I WAS FED UP WITH HIM SO IF UR READING THIS FUK U UP TH ASSHOLE WITH MY GIANT 200000 INCH DICK ASSHOLE,1,1,1,0,1,0;;;;;;;;
9288,18ac1b2fec428a63,he is a  real bastard  . he is a spy of Pinarayi and  doing work for  pinarayi  . oneday  the people  will realise this . Who he  is ? is he a  military officer to save the nation ? or a scientist ? or a farmer? who is he real bastard,1,1,1,0,1,0;;;;;;;;
"9305,18b8fb2e23b2aec0,""!";;;;;;;;
;;;;;;;;
Suck my DIHCK! Nihgga!;;;;;;;;
;;;;;;;;
"You don't want people to know the TRUTH about utorrant, you FAG"",1,1,1,0,1,0";;;;;;;;
"9487,1926c91c07e0b9fb,""YOU PIECE OF ASIAN AMERICAN SCUM!";;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
YOU PIECE OF ASIAN AMERICAN SCUM!;;;;;;;;
"YOU PIECE OF ASIAN AMERICAN SCUM!"",1,1,0,0,1,1";;;;;;;;
9629,1980ca5528202b6b,fucking nob knight. Now fuck off and go vandalise something else fuck face,1,1,1,0,1,0;;;;;;;;
"9650,19897f143edcabe6,""That's it. Remember last time you fucked with me... the dildo, your ear, all that blood. You've given me no choice but to repeat the punishment. This time it will be a 12 incher."",1,0,1,1,0,0";;;;;;;;
"9673,199912b2d9973a21,""FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU AT"",1,1,1,0,1,0";;;;;;;;
9705,19b5a4fbc24b0a8b,YOU ARE A DICK HEAD!!!!!!,1,1,1,0,1,0;;;;;;;;
9780,19dff9fa1459e8e3,I dislike homos like you.  My cock is for girls only.  Go try to impress another guy.  Bye homo.,1,0,1,0,1,1;;;;;;;;
9950,1a571af3f479500b,Dude this guy is so gay.,1,0,0,0,1,1;;;;;;;;
10019,1a8afaad7cd0a4de,penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~,1,1,1,0,0,0;;;;;;;;
"10129,1ac7cc71c1c7e109,""Bongwarrior ";;;;;;;;
;;;;;;;;
"...is such a raging faggot. he doesn't even know how to properly spell Motley Crew. Predictable, though, for a substance abuser like Bongwarrior. Even with his name he flaunts his illegal usage of drugs in front of our faces (along with Crue or whatever)."",1,0,1,0,1,1";;;;;;;;
"10194,1afa52bfba7feca0,""Yes, you are a faggot!!!! BITCH ASS MOTHERFUCKER!!!!! Yes, you are a faggot!!!! BITCH ASS MOTHERFUCKER!!!!! Yes, you are a faggot!!!! BITCH ASS MOTHERFUCKER!!!!! Yes, you are a faggot!!!! BITCH ASS MOTHERFUCKER!!!!!"",1,1,1,0,0,0";;;;;;;;
"10232,1b1263d141332d4c,""u fucking cunt";;;;;;;;
"revert smosh movie now or ill smosh your face in u prick"",1,1,1,0,1,0";;;;;;;;
10267,1b299e79ba6e127e,IN THE anus with a nigger dick in it.68.33.41.181,1,0,1,0,1,1;;;;;;;;
"10293,1b3aa6023f24699d,""? ";;;;;;;;
;;;;;;;;
Where are you polish PEDERAST?  ;;;;;;;;
;;;;;;;;
 YOU ARE POLISH PEDERAST COCKSUCKER ;;;;;;;;
;;;;;;;;
"You are slave PEDERAST COCKSUCKER."",1,0,1,0,1,1";;;;;;;;
"10363,1b66cadd638b8ca8,"".";;;;;;;;
;;;;;;;;
"fuck you. learn how to type a url correctly you jerkoff"",1,1,1,0,1,0";;;;;;;;
10385,1b7455c475386030,Fuck off you Paki bastard. Take your sad pathetic life somewhere else!,1,1,1,0,1,1;;;;;;;;
"10401,1b7bcb93e8a4ebf6,""Bongwarrior is a homosexual prostitute ";;;;;;;;
;;;;;;;;
Bongwarrior is a homosexual prostitute.;;;;;;;;
;;;;;;;;
You can fuck him in the ass for $25.;;;;;;;;
;;;;;;;;
He likes it when two men fuck him in the ass at the same time.  He likes the feeling of his anus being stretched wide open.;;;;;;;;
;;;;;;;;
He will also lick the shit off of your dick when you are done.;;;;;;;;
;;;;;;;;
"119.245.91.247"",1,0,1,0,1,1";;;;;;;;
"10507,1bba4e67cd28ff75,""Fan-1967 is a nigger licker  ";;;;;;;;
;;;;;;;;
"Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 is a nigger licker Fan-1967 i"",1,0,1,0,1,1";;;;;;;;
"10537,1bccfd25bf571cde,""""""";;;;;;;;
;;;;;;;;
 Contested deletion ;;;;;;;;
;;;;;;;;
"This page should not be speedily deleted because... (It speaks the truth of my life. You don't know the hardships I've been through. If you and your Jew @$$ wants to decide my destiny and silence my First Amendment Rights, FUkYOU! Get your fat wikipedia @ss off of my profile. You might think you have a life or something. Going around saying, """"""""Whoopdie Fuckedy Doo!, Ima go around and delete some random persons Wikipedia Page!"""""""" FUkYOU! You don't choose what to do with my wikipedia page. Fukyou and fucyour mom.)   """""",1,0,1,0,1,1";;;;;;;;
"10558,1bda6556be53dc55,""oi ya fag ";;;;;;;;
;;;;;;;;
"stop deleting me post ya gay boi"",1,0,1,0,1,1";;;;;;;;
"10561,1bdc9c88c1d76c65,""""""";;;;;;;;
;;;;;;;;
To Bad;;;;;;;;
;;;;;;;;
"Germany didnt win the war, we wouldnt have been subject to the crap these English sissy-boys put out. Lets face it, they were poor musicians and their music sucked outloud. Lennon and Epstien were queer. My cousin had a garage band back in the sixties that, like most bands, would have blown the beatles off of the stage. """"""""I want to hold your hand"""""""", gimmee a break, why dont you just kiss my ass? -Fat Tom, Cleveland Ohio....."""""",1,0,1,0,1,1";;;;;;;;
